,car_name,s_driven,fuel_type,city,year_of_manufacture,car_price_in_rupees,car_name2
1054,Maruti Suzuki Vitara Brezza ZDi,77000,0,6,2017,8.65,633
1055,Mahindra XUV500 W11(O) [2018-2020],55218,0,4,2018,13.95,482
1056,Maruti Suzuki XL6 Zeta MT Petrol,2390,1,8,2021,10.45,660
1057,Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],71975,1,6,2017,4.91,284
1058,Tata Hexa XTA 4x2 7 STR,70930,0,6,2018,15.5,806
1059,Honda Amaze 1.2 S AT i-VTEC,45751,1,0,2017,6.25,131
1060,Maruti Suzuki Wagon R 1.0 VXI,32702,1,7,2016,3.69,646
1061,Honda Amaze 1.2 V MT Petrol [2018-2020],45982,1,2,2018,7.25,138
1062,Jeep Compass Limited (O) 2.0 Diesel [2017-2020],57624,0,6,2018,17.45,372
1063,Maruti Suzuki Celerio VXi AMT,67000,1,14,2014,4,527
1064,Renault Kwid CLIMBER 1.0 (O),1245,1,7,2021,4.8,745
1065,Honda City SV,56861,1,2,2016,7.99,164
1066,Maruti Suzuki Dzire ZXi,33372,1,2,2020,7.95,572
1067,Tata Safari XZA Plus Gold 6 S,22360,0,13,2021,24,835
1068,Hyundai i20 Magna (O) 1.2,74050,1,12,2014,4.25,354
1069,Hyundai Elite i20  Asta 1.2 AT,39389,1,2,2018,8.95,238
1070,Maruti Suzuki Alto K10 VXi [2014-2019],44042,1,12,2015,3.36,507
1071,Mercedes-Benz C-Class C 220d Progressive [2018-2019],53841,0,6,2019,46,671
1072,Mahindra XUV500 W11 AT,45724,0,0,2018,15.9,481
1073,Jeep Compass Model S (O) Diesel 4x4 AT,1600,0,6,2022,37,381
1074,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],33583,1,7,2019,5,275
1075,Hyundai Venue S 1.0 AT Petrol [2019-2020],32727,1,8,2020,10.45,303
1076,Hyundai Verna 1.6 VTVT SX,52858,1,4,2018,8.68,317
1077,Maruti Suzuki Alto K10 VXi [2014-2019],88989,1,3,2016,2.95,507
1078,Skoda Rapid Style 1.6 MPI,10418,1,4,2021,10.46,781
1079,Chevrolet Cruze LTZ,65000,0,13,2017,8.5,76
1080,Ford EcoSport Titanium 1.5 Ti-VCT AT,43624,1,8,2019,9.45,106
1081,Maruti Suzuki Baleno Alpha 1.2,31968,1,4,2018,6.89,509
1082,Hyundai Elite i20 Asta 1.2 (O) CVT [2019-2020],41236,1,8,2019,8.51,240
1083,Maruti Suzuki Baleno Zeta 1.2,36101,1,8,2017,5.85,520
1084,Hyundai Creta SX Plus 1.6 AT CRDI,44157,0,8,2017,11.71,232
1085,Volkswagen Polo GT TSI,51644,1,12,2014,5.92,914
1086,Hyundai Venue SX 1.4 CRDi,40655,0,4,2019,9.83,311
1087,Honda Amaze 1.2 SX i-VTEC,79749,1,12,2015,4.69,136
1088,Volkswagen Ameo Trendline 1.0L (P),46000,1,9,2018,4.65,907
1089,Volkswagen Ameo Highline1.2L (P) [2016-2018],40729,1,7,2016,3.99,906
1090,Hyundai Elite i20 Asta 1.2,36349,1,2,2015,6.58,239
1091,Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],23345,3,12,2019,5.37,274
1092,Hyundai Elite i20 Magna 1.2 [2016-2017],33679,1,4,2016,5.34,251
1093,Hyundai i10 1.1L iRDE Magna Special Edition,56000,1,13,2014,2.95,337
1094,Maruti Suzuki Celerio VXi,66290,1,9,2015,3.95,524
1095,Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],41624,1,12,2017,4.25,537
1096,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],46458,1,12,2013,4.31,287
1097,Audi A4 2.0 TDI (177bhp) Premium,116265,0,6,2013,16.5,9
1098,Honda Amaze 1.2 S i-VTEC,50821,1,4,2014,4,135
1099,Mahindra XUV500 W8 [2015-2017],87820,0,8,2016,9.75,487
1100,Renault Kwid RXT [2015-2019],22785,1,13,2019,4.25,754
1101,Maruti Suzuki Wagon R 1.0 LXI CNG,70000,3,13,2018,4.5,641
1102,Mercedes-Benz E-Class E 350 CDI Edition E,84169,0,6,2016,27,681
1103,Maruti Suzuki Baleno Zeta 1.2,12252,1,8,2020,7.25,520
1104,Hyundai i20 Asta (O) 1.2 MT,12420,1,12,2021,9.1,350
1105,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],50714,1,3,2014,3.67,344
1106,Tata Tiago Revotron XZ,16337,1,4,2021,5.9,841
1107,Maruti Suzuki S-Cross Alpha 1.3,52245,0,13,2017,7.95,600
1108,Hyundai Venue SX Plus 1.0 Turbo DCT,64317,1,12,2020,10.97,313
1109,Audi A6 2.0 TDI Premium,101850,0,0,2014,15.5,18
1110,Hyundai Santro Sportz [2018-2020],43189,1,12,2019,5.29,296
1111,Audi A4 35 TDI Premium,82695,0,3,2016,27,13
1112,Maruti Suzuki Wagon R LXi 1.0 CNG,19225,3,12,2021,6.87,652
1113,Maruti Suzuki Swift VXi [2014-2017],63323,1,6,2016,5.8,624
1114,Toyota Corolla Altis GL,71957,0,6,2015,11.5,859
1115,Maruti Suzuki Ciaz Delta 1.5,54031,1,6,2020,8.49,551
1116,Maruti Suzuki S-Cross Delta 1.3,53416,0,2,2018,8.95,601
1117,BMW 3 Series 320d Luxury Line,64229,0,2,2016,27.85,45
1118,Honda Brio EX MT,81122,1,2,2014,3.75,150
1119,Maruti Suzuki Wagon R VXi 1.2,50860,1,2,2019,5.79,655
1120,Skoda Kushaq Style 1.0L TSI MT,3000,1,7,2022,14.5,761
1121,Maruti Suzuki Swift VXi AMT,32516,1,2,2019,7.85,622
1122,Maruti Suzuki Alto K10 VXi AMT (Airbag) [2014-2019],30305,1,0,2018,4.3,505
1123,Mahindra Bolero Power Plus SLE [2016-2019],45090,0,7,2017,5.71,448
1124,BMW 3 Series GT 320d Luxury Line [2014-2016],51400,0,6,2019,39.5,49
1125,Volkswagen Taigun GT Plus 1.5 TSI DSG,9792,1,0,2021,16.49,919
1126,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],85182,0,4,2017,16.31,890
1127,Hyundai Elantra 1.8 SX AT,25000,1,12,2014,6.85,236
1128,Kia Seltos GTX (O) 1.4,14300,1,12,2021,15.98,388
1129,Honda City SV CVT,52283,1,8,2015,6.45,165
1130,Tata Tiago NRG Petrol,9578,1,12,2022,8.43,837
1131,Ford Freestyle Titanium Plus 1.2 Ti-VCT [2018-2020],32000,1,1,2020,6,126
1132,Honda City ZX CVT Petrol [2017-2019],43239,1,8,2017,9.25,178
1133,Maruti Suzuki Wagon R LXi Minor,150000,Petrol ,1,2007,1.5,653
1134,Skoda Rapid Ambition 1.6 MPI AT,54698,1,4,2020,9.59,774
1135,Maruti Suzuki Alto 800 VXi,19097,1,4,2020,3.49,497
1136,Maruti Suzuki Swift VXi [2014-2017],37497,1,2,2018,6.29,624
1137,Volkswagen Polo Highline1.2L (P),76143,1,8,2013,3,917
1138,Honda City VX CVT Petrol [2017-2019],28340,1,2,2017,11.45,175
1139,Toyota Corolla Altis G CVT Petrol,75766,1,4,2017,12.27,857
1140,Hyundai Verna Fluidic 1.6 CRDi SX,106985,0,6,2014,6,321
1141,Jeep Compass Limited Plus Petrol AT,11000,1,8,2020,20,377
1142,BMW X3 xDrive20d,74073,0,6,2012,18,69
1143,Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,58549,0,3,2017,6.6,905
1144,Volkswagen Taigun Topline 1.0 TSI MT,12093,1,2,2021,15.99,922
1145,Ford Figo Duratorq Diesel Titanium 1.4,64983,0,8,2013,2.99,122
1146,Hyundai Elite i20 Asta 1.2,36787,1,13,2014,5.15,239
1147,Jeep Compass Limited (O) 2.0 Diesel [2017-2020],47631,0,7,2017,11.26,372
1148,Maruti Suzuki Ciaz Zeta 1.4 AT,28800,1,0,2017,7.52,562
1149,Maruti Suzuki Baleno Alpha 1.2,43000,1,6,2019,8.75,509
1150,Volkswagen Vento TSI,55837,1,8,2016,6.1,936
1151,Hyundai Creta SX Plus 1.6  Petrol,41441,1,13,2016,8.99,231
1152,Volkswagen Polo Comfortline 1.2L (P),49047,1,8,2015,4.25,912
1153,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],55888,1,6,2013,4.28,268
1154,Hyundai Santro Sportz CNG [2018-2020],32036,3,4,2021,6.04,295
1155,Maruti Suzuki Alto 800 Vxi,71169,1,4,2014,2.46,498
1156,Honda Civic ZX CVT Petrol [2019-2020],19600,1,12,2019,20.7,184
1157,Maruti Suzuki Ciaz Delta 1.3 Hybrid,61456,0,4,2017,6,548
1158,Maruti Suzuki Baleno Delta Dualjet,28417,1,4,2020,6.79,515
1159,Maruti Suzuki Baleno Sigma 1.3,60132,0,2,2018,6.99,518
1160,Hyundai Elite i20 Sportz 1.2,45571,1,8,2017,6.1,254
1161,Hyundai Eon 1.0 Kappa Magna + [2014-2016],34229,1,4,2014,2.83,259
1162,Maruti Suzuki Wagon R 1.0 VXI AMT,38754,1,4,2018,4.45,648
1163,Hyundai Verna 1.6 VTVT SX,5564,1,8,2019,9.65,317
1164,Maruti Suzuki Alto K10 VXi AMT,58006,1,6,2019,4.3,504
1165,Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,11293,0,8,2020,24.75,375
1166,Volkswagen Polo Comfortline 1.2L (P),51000,1,2,2015,5.79,912
1167,Hyundai Elite i20 Asta 1.4 CRDI,77505,0,3,2017,7.7,246
1168,Volkswagen Polo GT TSI,62690,1,2,2018,9.25,914
1169,Maruti Suzuki Alto 800 LXi (O),6370,1,7,2019,3.43,491
1170,Maruti Suzuki Swift Dzire VXI,59000,1,5,2017,5.15,614
1171,Maruti Suzuki Swift ZXi AMT [2018-2019],11874,1,13,2019,7.25,628
1172,Renault Kwid 1.0 RXL [2017-2019],56856,1,4,2017,2.85,739
1173,Maruti Suzuki Ignis Delta 1.2 MT,11824,1,12,2018,4.74,592
1174,Mahindra XUV500 W6,56877,0,2,2016,11.25,483
1175,Maruti Suzuki Wagon R 1.0 LXI CNG,45000,3,13,2015,4,641
1176,Honda WR-V VX MT Petrol,24459,1,7,2017,6.25,202
1177,Renault Kwid 1.0 RXT [2016-2019],43335,1,12,2016,3.14,744
1178,Honda Jazz V Petrol,54912,1,7,2016,4,193
1179,Maruti Suzuki Baleno Delta 1.2,15116,1,8,2019,6.65,512
1180,Volvo V90 Cross Country D5 Inscription [2017-2020],67713,0,0,2018,36,943
1181,Maruti Suzuki Baleno Delta 1.2 AT,45000,1,6,2020,7.25,513
1182,Hyundai Eon Era +,46101,1,7,2018,2.45,263
1183,Maruti Suzuki Dzire VXi AMT,46232,1,2,2018,7.69,569
1184,Mercedes-Benz GLC 220d 4MATIC Progressive,6563,0,7,2022,64.99,693
1185,Land Rover Discovery Sport HSE Luxury,64801,0,7,2016,26.99,413
1186,Mercedes-Benz GLE 250 d,46023,0,2,2018,53.55,694
1187,Hyundai Verna Fluidic 1.6 VTVT SX,74371,1,8,2014,5.15,322
1188,Hyundai Elite i20 Magna Plus 1.4 CRDi,58262,0,4,2018,5.94,253
1189,Honda BR-V V CVT Petrol,61225,1,8,2016,7.9,147
1190,Hyundai Xcent S 1.2 Special Edition,37882,1,12,2015,4.82,332
1191,Ford Endeavour Titanium 3.2 4x4 AT,71773,0,6,2018,33,115
1192,Hyundai i20 Magna 1.2,35982,1,7,2012,2.99,355
1193,Honda Amaze 1.2 S i-VTEC,46500,1,8,2014,3.75,135
1194,Mercedes-Benz E-Class E 350 CDI Edition E,24162,0,7,2016,27.99,681
1195,Datsun GO Plus T,43000,1,0,2015,2.5,81
1196,Ford EcoSport Titanium 1.5 TDCi,53000,0,7,2015,4.65,104
1197,Kia Sonet HTX 1.5 [2020-2021],58063,0,7,2021,9.5,409
1198,Audi Q7 45 TDI Technology Pack,37648,0,2,2018,69.95,41
1199,Maruti Suzuki Swift VDi,82366,0,6,2017,6.5,618
1200,Skoda Kodiaq Style 2.0 TDI 4x4 AT,103885,0,6,2017,25,760
1201,Hyundai Elite i20 Magna 1.2,67000,1,6,2015,5.75,250
1202,Volkswagen Jetta Trendline 2.0L TDI,63389,0,7,2011,2.95,909
1203,Maruti Suzuki Ritz Vxi BS-IV,88000,1,6,2015,4.65,598
1204,Audi A3 40 TFSI Premium Plus + sunroof,43290,1,12,2018,24.5,6
1205,Maruti Suzuki Baleno Zeta,29093,1,7,2018,6.21,519
1206,Hyundai i10 Magna 1.1 LPG,73380,LPG,6,2013,3.5,341
1207,Honda Jazz VX Petrol,48210,1,13,2017,5.5,196
1208,Hyundai Verna Fluidic 1.6 VTVT SX,14296,1,2,2014,6.69,322
1209,Ford EcoSport Titanium 1.5L TDCi,59511,0,7,2018,6.5,107
1210,Toyota Fortuner 2.8 4x4 AT [2016-2020],6373,0,7,2021,41.99,871
1211,Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],88000,0,6,2018,22,887
1212,Kia Seltos HTX 1.5 [2020-2021],42000,1,0,2020,12.75,401
1213,Renault Duster 110 PS RxL AWD Diesel,94931,0,2,2015,7.75,727
1214,MG Hector Shine 1.5 Petrol Turbo CVT,5900,1,7,2021,18,440
1215,Land Rover Discovery Sport HSE Luxury,38144,0,0,2019,43.07,413
1216,Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],48989,0,13,2020,27,887
1217,Maruti Suzuki Swift VXi [2014-2017],15205,1,13,2018,5.95,624
1218,Mercedes-Benz GLS 350 d,59348,0,8,2017,63,697
1219,Maruti Suzuki Wagon R 1.0 VXI,33941,1,7,2018,3.82,646
1220,Maruti Suzuki Wagon R 1.0 LXI CNG,19812,3,12,2015,4.15,641
1221,Volkswagen Polo Highline Plus 1.2( P)16 Alloy [2017-2018],55800,1,5,2018,4.85,915
1222,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],35010,1,4,2017,4.82,276
1223,Kia Seltos GTX Plus 1.4 [2020-2021],11000,1,3,2020,16.9,392
1224,Maruti Suzuki Baleno Delta 1.2,28000,1,13,2017,5.7,512
1225,Renault Kwid 1.0 RXT [2016-2019],53728,1,4,2018,3.04,744
1226,Tata Harrier XZ,28000,0,8,2020,16.75,799
1227,Maruti Suzuki Alto K10 VXi,66000,1,6,2012,2.55,502
1228,Maruti Suzuki Ertiga ZXi AT,32881,1,0,2019,10.9,588
1229,Volkswagen Vento Trendline Petrol,101740,1,6,2010,3.5,937
1230,BMW X1 sDrive20d,47000,0,13,2011,8.35,63
1231,Maruti Suzuki Vitara Brezza ZDi,82559,0,3,2018,8.13,633
1232,Kia Seltos HTK 1.5 [2020-2021],20881,1,6,2021,18.5,397
1233,Toyota Corolla H2 1.8E,140000,Petrol ,10,2004,2,862
1234,Maruti Suzuki S-Cross Alpha 1.3,48159,0,7,2018,6.25,600
1235,Mercedes-Benz B-Class B180 CDI,64300,0,0,2014,13.5,664
1236,Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],32244,0,8,2020,18.51,394
1237,Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],52547,1,0,2019,9.5,101
1238,Maruti Suzuki Swift VXi,71861,1,2,2009,3.25,620
1239,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],24251,1,2,2013,4.69,275
1240,Mercedes-Benz S-Class 350 CDI Long Blue-Efficiency,32500,0,8,2014,46.6,700
1241,Maruti Suzuki Swift VDi,82500,Diesel ,11,2017,6,618
1242,Audi A3 40 TFSI Premium,69727,1,0,2015,15,5
1243,Hyundai Elite i20 Sportz 1.2,54822,1,12,2015,5.26,254
1244,Ford Aspire Titanium Plus 1.5 TDCi,167000,0,0,2016,4.25,94
1245,Skoda Kushaq Style 1.5L TSI DSG (6 Airbags),23402,1,2,2021,19.25,762
1246,Hyundai Xcent S 1.2,36000,1,7,2018,3.95,330
1247,Maruti Suzuki S-Presso VXi,53958,1,7,2020,4.31,605
1248,Maruti Suzuki Baleno Zeta Automatic,690000,1,13,2018,6.9,523
1249,Hyundai i20 Sportz 1.2 (O),50546,1,4,2014,4.3,358
1250,Maruti Suzuki Celerio VXi AMT,59175,1,2,2015,4.79,527
1251,Audi A3 35 TDI Premium Plus + Sunroof,17300,0,2,2018,29.5,2
1252,Maruti Suzuki Ritz Vxi BS-IV,88000,1,6,2014,4.25,598
1253,Toyota Yaris G MT [2018-2020],28103,1,4,2019,7.85,898
1254,Honda Jazz V Petrol,73061,1,6,2015,5.2,193
1255,Toyota Innova 2.5 G 7 STR BS-IV,101330,0,12,2012,7.25,881
1256,Maruti Suzuki Baleno Zeta 1.2,7773,1,12,2021,9.42,520
1257,Land Rover Range Rover Velar 2.0 R-Dynamic SE Petrol 250,29000,1,5,2020,85,426
1258,Maruti Suzuki Alto 800 VXi,1953,1,4,2021,4.01,497
1259,Hyundai Elite i20 Asta 1.2 (O) [2019-2020],18490,1,3,2019,7.67,242
1260,Hyundai Grand i10 Sportz U2 1.2 CRDi,60093,0,13,2018,5.5,289
1261,Maruti Suzuki Swift VXi [2014-2017],46282,1,7,2019,5.43,624
1262,Volkswagen Vento Highline Petrol,93682,1,6,2015,7,932
1263,Maruti Suzuki Swift VDi,84316,0,0,2015,4.9,618
1264,Kia Seltos HTX Plus AT 1.5 Diesel [2019-2020],20175,0,6,2020,17,403
1265,Hyundai Elite i20 Asta 1.2 (O) [2016],19266,1,6,2017,7.39,241
1266,Maruti Suzuki Alto 800 Vxi,26802,1,2,2016,3.22,498
1267,Hyundai Elite i20 Asta 1.2 (O) [2019-2020],20454,1,3,2018,7.17,242
1268,Toyota Corolla Altis G CVT Petrol,75766,1,4,2017,12.27,857
1269,Honda City 1.5 V MT,80000,1,13,2012,3.65,157
1270,Renault Kwid 1.0 RXT Opt,2421,1,12,2019,4.51,742
1271,Hyundai Creta SX Plus 1.6  Petrol,53946,1,8,2016,9.11,231
1272,Hyundai Xcent S 1.2 (O),74000,1,13,2015,4.35,331
1273,Hyundai Verna 1.6 VTVT SX,22911,1,13,2018,7.75,317
1274,Hyundai Creta SX 1.6 AT CRDi,59994,0,6,2018,14.5,226
1275,Maruti Suzuki Baleno Delta 1.2,48702,1,4,2016,4.98,512
1276,Honda City V,12382,1,12,2019,10.6,168
1277,Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],12930,1,2,2016,6.29,267
1278,Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,11293,0,8,2020,24.75,375
1279,Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],20440,1,6,2019,9.95,546
1280,Maruti Suzuki Swift ZXi,43000,1,13,2017,5.7,627
1281,Maruti Suzuki Celerio VXi CNG [2017-2019],81091,3,4,2018,4.68,532
1282,Hyundai Grand i10 Magna 1.1 CRDi [2016-2017],67621,0,6,2014,4.5,273
1283,Hyundai Verna 1.6 VTVT SX,38494,1,8,2016,6.5,317
1284,Maruti Suzuki Celerio VXi (O) CNG,42348,3,12,2020,5.47,525
1285,Maruti Suzuki Celerio VXi CNG [2019-2020],93275,3,12,2019,5.27,533
1286,Maruti Suzuki Alto K10 VXi (O),44199,1,7,2018,3.67,503
1287,Audi A3 35 TFSI Premium Plus,77590,1,4,2018,21.8,4
1288,Audi A3 35 TDI Premium Plus,15678,0,7,2019,42.99,1
1289,Maruti Suzuki Celerio VXi CNG (O),52000,3,13,2016,4.4,531
1290,Maruti Suzuki Ertiga VXI CNG,28678,3,13,2021,11.4,580
1291,Maruti Suzuki Ritz Vxi (ABS) BS-IV,40877,1,12,2013,3.57,597
1292,Honda Jazz V Petrol,44464,1,3,2016,5.57,193
1293,Mahindra Bolero Power Plus ZLX [2016-2019],57994,0,6,2017,7.25,450
1294,Hyundai Elite i20 Asta 1.2 (O) [2016],54982,1,2,2017,6.57,241
1295,Datsun GO T (O),40000,1,0,2018,2.5,83
1296,Maruti Suzuki A-Star Vxi,54000,1,13,2010,1.99,490
1297,Audi Q5 2.0 TDI quattro,56173,0,6,2012,15,34
1298,Renault Duster RXS CVT,36700,1,2,2019,8.99,736
1299,Volkswagen Taigun Topline 1.0 TSI AT,2377,1,6,2022,18.95,921
1300,Volvo S60 D5 2.4 L,83893,0,6,2016,18,938
1301,Hyundai Verna Fluidic 1.6 VTVT SX,96000,1,9,2011,4.25,322
1302,Renault Kwid RXL [2015-2019],64346,1,2,2016,3.39,752
1303,BMW 3 Series 320d Luxury Line,104264,0,6,2013,15.5,45
1304,Hyundai Santro Magna [2018-2020],15447,1,7,2020,4.41,291
1305,MG Hector Sharp 1.5 DCT Petrol [2019-2020],29979,1,2,2019,15.99,434
1306,Skoda Octavia 1.8 TSI L&K,45661,1,13,2018,16.99,766
1307,MG ZS EV Exclusive [2020-2021],57946,2,2,2020,19.19,442
1308,Renault Kwid 1.0 RXL [2017-2019],43361,1,2,2017,3.69,739
1309,Honda City V CVT Petrol [2017-2019],18711,1,4,2017,8.62,169
1310,Tata Nexon XZ,29700,1,3,2020,8.5,818
1311,Isuzu D-Max V-Cross 4x4,64377,0,2,2018,18.95,363
1312,Maruti Suzuki Ciaz Delta 1.3 Hybrid,57498,0,4,2017,5.97,548
1313,Toyota Etios GD,169100,0,1,2015,5.5,865
1314,Maruti Suzuki Swift ZXi,24389,1,4,2016,4.79,627
1315,Tata Harrier XZ [2019-2020],21077,0,13,2019,16.2,801
1316,Tata Nexon EV XZ Plus,21065,2,13,2022,14.75,812
1317,Honda Jazz ZX CVT,9838,1,12,2021,10.24,198
1318,Hyundai Venue SX 1.0 (O) Petrol [2019-2020],24410,1,6,2020,11.75,308
1319,Hyundai Elite i20 Asta 1.2 Dual Tone,14000,1,13,2018,7.15,243
1320,Maruti Suzuki Ciaz S 1.4 MT,21880,1,4,2018,6.86,553
1321,Maruti Suzuki Swift VDi ABS [2014-2017],69939,0,2,2016,6.45,619
1322,Volkswagen Polo Trendline 1.2L (P),25501,1,2,2017,6.09,918
1323,Hyundai Creta 1.6 S Petrol,78623,1,4,2016,8.28,208
1324,Kia Seltos GTK 1.4 Dual Tone [2019-2020],25483,1,7,2019,11.05,387
1325,Maruti Suzuki Ciaz Alpha 1.4 AT,46993,1,13,2017,7.35,543
1326,Maruti Suzuki Alto 800 LXi (O),4697,1,4,2020,3.66,491
1327,Maruti Suzuki Wagon R 1.0 VXI+ AMT,53000,1,0,2016,4.3,650
1328,Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],61867,1,4,2019,8.12,546
1329,Maruti Suzuki S-Cross Zeta 1.3,28016,0,6,2018,9.5,603
1330,Ford EcoSport Titanium 1.5L TDCi,71400,0,0,2017,7.9,107
1331,Ford Endeavour Titanium Plus 2.2 4x2 AT,27635,0,2,2019,35.95,116
1332,Jeep Compass Limited 1.4 Petrol AT [2017-2020],48179,1,8,2018,12.85,373
1333,Renault Captur RXL Petrol,99938,1,2,2018,7.79,721
1334,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,12842,1,7,2019,5.66,283
1335,Toyota Yaris J MT,8465,1,4,2021,10.27,900
1336,Renault Triber RXL [2019-2020],30040,1,7,2019,5.39,755
1337,Maruti Suzuki Swift VXi AMT [2018-2019],45745,1,6,2020,7.25,623
1338,Audi A6 35 TDI Matrix,62410,0,2,2016,31.75,20
1339,Hyundai Grand i10 Asta 1.2 Kappa VTVT,29135,1,13,2017,5.4,266
1340,Mercedes-Benz S-Class Maybach S 500,24500,1,7,2017, 1.19 Crore,702
1341,Hyundai Verna 1.6 VTVT SX,8000,1,4,2019,9.92,317
1342,Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,40000,1,0,2018,8.39,935
1343,Maruti Suzuki Wagon R 1.0 VXI,48502,1,5,2017,4,646
1344,Datsun redi-GO T(O) 1.0,10655,1,3,2021,4.65,89
1345,Ford Fiesta Classic SXi 1.4 TDCi,55000,0,7,2011,1.85,118
1346,Mahindra Alturas G4 4WD AT [2018-2020],40180,0,7,2019,21.45,447
1347,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,33863,1,2,2021,7.29,279
1348,Maruti Suzuki Ritz Vxi (ABS) BS-IV,40877,1,12,2013,3.57,597
1349,Honda City VX CVT,61123,1,9,2016,7.85,173
1350,Volvo XC60 Kinetic,82807,0,6,2016,26,944
1351,Hyundai Alcazar Prestige (O) 6 STR 2.0 Petrol AT,2293,1,0,2021,18.75,204
1352,Renault Kwid 1.0 RXT [2016-2019],28213,1,2,2018,4.49,744
1353,Maruti Suzuki Swift VXi [2014-2017],15400,1,2,2018,6.99,624
1354,BMW 3 Series 320d Sport Line,38000,0,7,2013,11.5,46
1355,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,63148,1,2,2015,4.91,283
1356,Mahindra Bolero Power Plus ZLX [2016-2019],91752,0,6,2016,6.5,450
1357,Maruti Suzuki Ertiga ZXi,67590,1,8,2014,5.95,587
1358,Maruti Suzuki Swift DZire ZXI,66784,1,13,2015,4.95,612
1359,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],73000,1,9,2014,3.85,275
1360,Ford Endeavour Titanium Plus 2.2 4x2 AT,27000,0,2,2019,35.95,116
1361,Maruti Suzuki Alto 800 Lxi,21857,1,12,2018,3.3,495
1362,Maruti Suzuki Alto LXi BS-III,60506,1,6,2009,2,508
1363,Hyundai Santro Sportz CNG [2018-2020],39598,3,8,2020,4.99,295
1364,Maruti Suzuki Ciaz ZDi+ SHVS,48196,0,7,2016,4.99,558
1365,Hyundai Creta SX Plus 1.6  Petrol,27433,1,7,2016,8.13,231
1366,Honda Jazz V Petrol,60857,1,8,2017,5.45,193
1367,Land Rover Discovery Sport HSE,46328,0,7,2017,32.99,411
1368,Mercedes-Benz GLA 200 CDI Sport,75000,0,5,2015,16.5,687
1369,Hyundai Verna SX Plus 1.6 CRDi AT,41197,0,13,2019,12,328
1370,Volkswagen Ameo Comfortline 1.2L (P),40000,1,0,2017,5.5,904
1371,Datsun GO Plus T,24921,1,13,2016,3.25,81
1372,Toyota Yaris G CVT [2018-2020],14839,1,12,2018,8.04,897
1373,Maruti Suzuki Celerio VXi AMT [2017-2019],80306,1,12,2017,4.48,529
1374,Honda City VX CVT,49419,1,13,2016,7.5,173
1375,Honda Jazz V AT Petrol,29206,1,0,2017,6.5,191
1376,Hyundai Creta 1.6 SX Plus AT Petrol,37499,1,8,2019,14.45,214
1377,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],41017,1,8,2015,5.35,270
1378,Mercedes-Benz CLS 350,47000,1,0,2014,29,676
1379,Ford EcoSport Titanium 1.5L Ti-VCT Black Edition AT,15386,1,7,2020,9.01,110
1380,Toyota Innova 2.5 G BS IV 7 STR,45530,0,2,2015,14.35,883
1381,Hyundai i10 Sportz 1.2 Kappa2,57000,1,0,2014,3.65,346
1382,Maruti Suzuki Celerio VXi (O) CNG [2019-2020],89495,3,12,2019,5.58,526
1383,Maruti Suzuki Celerio ZXi AMT [2019-2020],51722,1,6,2016,4.7,540
1384,BMW 5 Series 520d M Sport,45700,0,0,2020,57.5,54
1385,Honda WR-V VX MT Diesel,46945,0,4,2018,7.75,201
1386,Ford EcoSport Titanium 1.5L TDCi,27117,0,4,2017,7.02,107
1387,Jeep Compass Limited 1.4 Petrol AT [2017-2020],63000,1,6,2017,16.5,373
1388,Mercedes-Benz C-Class C 220d Progressive [2018-2019],40378,0,2,2018,32.5,671
1389,Maruti Suzuki Ertiga ZDI SHVS,110399,0,6,2015,7.9,586
1390,Maruti Suzuki S-Cross Zeta 1.3,45000,0,13,2015,6.5,603
1391,Kia Sonet GTX Plus 1.5 [2020-2021],40089,0,8,2020,12.6,405
1392,Land Rover Range Rover 4.4 SDV8 Autobiography LWB,45000,0,0,2018, 1.95 Crore,417
